customer_id,session_id,product_id,product_category,unit_price,quantity,purchased
1867,217,563,7,330.73,1,0
5022,218,730,7,222.24,3,0
9122,219,403,6,1390.1,3,0
2148,220,32,1,385.29,1,0
5101,221,189,1,675.87,3,0
7335,222,474,6,739.72,1,0
2821,223,90,6,1926.47,4,1
7493,224,411,2,569.02,4,0
3753,225,11,1,628.99,4,0
8277,226,458,6,1136.24,4,0
6212,227,191,6,1076.93,1,0
5921,228,670,2,1471.15,4,1
2590,229,484,1,378.3,3,1
5168,230,814,7,509.26,3,0
8708,231,810,6,1889.33,3,0
1175,232,355,2,992.27,3,0
7825,233,373,4,104.17,3,0
5434,234,460,3,503.11,3,1
7474,235,576,6,1660.47,2,0
6969,236,590,7,787.58,4,1
4888,237,415,0,443.45,2,0
3777,238,469,2,768.29,3,1
6645,239,12,3,1464.85,2,0
2261,240,65,3,566.88,1,0
6256,241,384,2,1902.24,4,1
1852,242,842,2,1941.97,1,0
6847,243,333,2,947.09,1,0
6658,244,891,1,520.82,3,1
1759,245,284,1,576.32,2,1
7816,246,45,5,233.01,3,0
4741,247,274,5,1373.19,2,1
8081,248,347,3,866.56,1,0
1374,249,136,3,1341.88,1,0
2614,250,359,1,327.16,3,0
5445,251,524,5,423.89,4,0
2693,252,177,0,624.92,3,1
3968,253,722,4,66.6,3,1
6944,254,152,4,220.6,3,0
2300,255,748,3,468.72,3,0
7098,256,107,1,662.39,1,0
1930,257,241,0,656.54,4,0
2576,258,323,5,967.38,2,1
6288,259,257,4,144.83,3,1
8140,260,590,3,824.42,2,0
2535,261,255,3,594.95,1,0
3699,262,116,3,461.11,3,0
9325,263,144,3,937.81,2,0
9906,264,806,2,1733.12,2,0
6228,265,561,0,473.91,3,1
5022,266,843,4,464.37,1,0
4121,267,131,6,764.33,2,0
6511,268,615,7,188.09,3,1
6317,269,357,7,923.83,4,0
3652,270,781,0,460.62,3,0
1205,271,487,6,1586.25,1,0
2363,272,145,7,161.91,1,0
9626,273,608,2,1150.44,3,0
4762,274,520,5,383.47,2,0
5340,275,869,3,763.3,1,0
5203,276,721,0,833.72,1,0
8043,277,734,0,806.87,3,0
1584,278,335,3,1072.21,2,0
1744,279,354,2,1288.17,1,0
3482,280,543,7,1101.56,2,1
5379,281,745,3,434.75,2,0
7039,282,216,7,150.61,2,1
5415,283,252,7,744.74,2,0
4970,284,879,7,1076.35,1,0
9439,285,610,7,990.39,4,0
2449,286,433,7,1122.54,4,0
6144,287,185,3,1168.58,3,0
5879,288,277,5,538.39,3,0
5260,289,392,1,682.44,4,0
8267,290,739,4,416.01,3,0
3402,291,552,4,134.5,3,0
9583,292,301,5,1222.14,4,0
3983,293,729,0,820.28,2,0
5904,294,591,4,240.51,2,0
5685,295,837,6,396.72,2,0
8647,296,455,1,101.19,1,0
4949,297,880,6,1576.73,2,0
3560,298,648,4,138.78,2,0
1194,299,760,1,562.67,1,0
4272,300,431,6,1333.47,4,0
8435,301,172,7,459.2,2,0
1089,302,448,1,151.68,3,0
9064,303,764,2,948.87,3,0
5884,304,712,2,1695.01,2,0
2262,305,526,0,831.14,3,0
3719,306,11,2,1095.74,2,0
5985,307,335,1,225.72,1,0
3840,308,118,2,643.12,3,0
1977,309,272,4,186.04,1,0
6993,310,869,7,850.01,4,1
7049,311,648,0,734.44,4,0
2069,312,81,4,101.94,3,1
3530,313,386,5,1075.94,2,0
3194,314,519,4,411.36,2,0
6934,315,776,7,707.9,4,0
7571,316,311,4,228.42,1,1
7542,317,850,1,121.04,1,1
9447,318,813,3,1479.37,2,0
7917,319,800,7,580.24,2,0
3885,320,304,1,411.75,1,0
1969,321,417,2,637.02,2,0
6531,322,358,4,363.67,1,0
9243,323,793,5,1037.82,2,0
9775,324,71,3,517.15,2,0
3071,325,538,0,458.17,4,1
3127,326,17,1,695.31,3,0
1336,327,165,3,1116.82,4,1
2271,328,12,1,353.44,4,0
5993,329,79,0,522.2,3,1
5920,330,883,5,659.04,1,0
4337,331,40,4,462.41,3,0
3789,332,818,6,886.53,2,0
8467,333,37,2,925.18,1,0
5139,334,507,0,437.32,3,0
8273,335,734,1,794.09,1,0
9667,336,723,4,262.88,2,0
3853,337,118,7,1150.31,4,0
2824,338,576,5,776.14,4,0
9575,339,797,2,567.97,3,0
6712,340,636,6,1821.4,2,0
3617,341,264,2,1679.8,3,0
6596,342,448,3,1453.67,4,0
5634,343,892,1,363.81,1,1
9148,344,69,4,192.9,4,0
3303,345,393,4,222.75,4,0
9921,346,275,2,1229.39,1,0
9423,347,135,6,1719.96,3,0
2626,348,395,1,601.01,1,0
2481,349,204,7,560.61,3,0
5797,350,540,4,159.45,1,0
1404,351,192,4,439.56,2,0
3688,352,312,6,870.65,2,0
4915,353,146,0,809.69,2,0
9723,354,425,2,1418.83,2,0
9930,355,715,2,1596.37,2,1
2363,356,606,1,649.88,2,0
9024,357,128,2,546.99,2,0
1818,358,462,0,345.48,3,0
7736,359,436,6,1111.54,3,0
8609,360,305,0,675.09,4,0
9016,361,737,6,1683.55,3,0
3010,362,559,6,1854.95,4,0
9040,363,542,3,823.99,1,0
2043,364,317,1,208.7,4,0
5669,365,674,7,1095.88,3,1
5225,366,718,0,435.82,3,0
3843,367,98,3,1463.7,3,0
1199,368,641,5,259.68,3,0
7947,369,744,0,163.82,2,0
4019,370,378,2,1111.92,3,1
6954,371,537,5,1486.36,2,0
4691,372,832,1,791.58,1,0
4362,373,4,6,1968.43,3,0
8975,374,569,1,539.58,4,0
1850,375,739,6,1063.34,1,0
7628,376,230,7,922.32,3,0
7720,377,590,7,985.4,4,0
4419,378,503,5,222.59,2,0
3361,379,14,5,756.88,3,0
1047,380,48,4,135.49,1,0
9430,381,707,1,290.23,3,0
9528,382,399,3,1275.1,4,1
3168,383,887,3,664.9,3,0
1287,384,747,3,1497.35,1,0
2104,385,584,0,283.03,4,0
1608,386,368,6,957.95,4,1
8479,387,761,2,1345.74,3,1
9026,388,189,6,1134.19,2,0
2379,389,773,4,432.88,4,0
7719,390,400,5,1279.53,3,0
2613,391,894,5,1197.82,2,1
4304,392,569,7,1015.3,3,1
6393,393,228,5,1723.89,2,0
7478,394,501,7,609.4,2,0
8870,395,429,1,523.6,2,0
1403,396,313,2,1651.31,4,0
2767,397,359,5,1177.58,3,0
3524,398,537,4,63.31,1,0
3792,399,629,6,1075.25,2,1
9981,400,164,6,1451.03,1,0
7995,401,570,4,326.18,3,0
3883,402,276,1,570.7,4,1
9745,403,408,0,569.81,4,0
5493,404,103,6,1480.27,3,0
5506,405,835,7,324.18,3,0
4902,406,796,1,529.24,2,0
2294,407,811,5,1266.68,3,0
9408,408,396,5,272.89,2,0
1125,409,117,1,799.81,2,0
2568,410,288,2,739.67,1,0
3066,411,408,4,169.04,2,0
3513,412,108,1,673.55,1,1
2186,413,6,2,1241.45,4,0
1161,414,748,4,481.85,1,0
7098,415,529,0,986.48,2,0
9722,416,282,4,84.93,1,0
2096,417,775,7,314.71,1,0
3668,418,337,7,322.79,1,0
5556,419,562,0,423.05,2,0
9346,420,888,6,887.88,1,1
7247,421,287,2,1535.28,1,0
7894,422,481,2,1809.4,1,0
6229,423,825,2,885.96,1,0
4752,424,53,0,447.45,1,0
2797,425,768,4,205.5,4,0
8777,426,255,1,445.27,3,0
8236,427,792,1,319.52,1,0
1225,428,561,6,1983.25,1,0
7437,429,665,1,726.9,3,1
1759,430,172,7,1009.88,2,0
7650,431,77,3,992.15,4,0
8432,432,468,7,377.17,1,0
2179,433,524,1,284.28,1,1
4904,434,208,3,1467.53,2,0
2113,435,499,1,185.24,1,0
6104,436,303,6,1021.49,3,1
9347,437,837,7,835.82,2,0
1727,438,362,7,335.67,1,0
4577,439,720,2,1034.18,1,0
9757,440,147,3,367.18,2,0
3708,441,220,6,1441.19,2,0
2189,442,665,4,303.89,3,0
5396,443,681,4,223.98,3,0
5574,444,603,3,694.2,2,1
6965,445,338,5,1104.41,2,0
3823,446,891,7,609.59,4,1
9599,447,341,6,903.02,3,1
5688,448,102,5,830.41,1,1
3577,449,820,2,1661.5,2,1
9641,450,491,2,598.8,2,1
9322,451,72,1,379.22,1,0
5491,452,66,2,890.48,2,0
1223,453,152,5,467.9,2,0
6371,454,664,3,893.16,2,1
5996,455,372,6,784.18,3,1
2333,456,204,6,1888.71,1,0
6705,457,398,4,448.03,3,1
8566,458,564,5,313.22,3,0
1952,459,816,7,939.14,1,0
7509,460,748,2,1881.79,4,1
2262,461,569,3,461.18,1,1
7738,462,93,6,1972.79,4,0
4771,463,514,7,987.71,1,0
1058,464,751,6,1798.33,3,1
9695,465,644,2,1912.9,3,0
2493,466,354,2,578.62,1,0
6363,467,59,6,1094.91,4,0
2633,468,882,2,1556.85,1,0
9396,469,474,2,1490.12,3,0
7644,470,177,7,331.24,2,0
8238,471,616,7,321.1,3,0
4888,472,583,1,422.39,1,0
5205,473,766,4,369.32,3,0
6708,474,143,3,989.33,2,0
8062,475,14,6,518.07,2,0
8621,476,681,0,848.07,4,0
1160,477,237,3,807.06,3,1
6971,478,505,7,544.65,2,0
1982,479,191,3,1212.63,1,1
3591,480,294,6,1668.02,2,0
8464,481,775,3,1342.34,2,1
3254,482,28,3,1330.88,2,0
8170,483,354,5,568.98,2,0
5166,484,307,1,489.05,3,0
3093,485,852,0,732.89,3,0
4007,486,761,5,923.44,2,0
5776,487,685,2,1202.69,3,1
7885,488,349,3,1067.98,3,0
6453,489,775,7,571.07,1,0
9398,490,200,3,1132.31,4,0
8808,491,753,1,390.17,4,0
7779,492,545,0,836.97,2,0
6427,493,141,0,622.84,3,0
3608,494,158,3,605.51,2,0
4712,495,44,6,1698.02,2,0
2069,496,865,5,1195.45,2,1
4367,497,526,3,775.22,4,0
9337,498,93,2,889.55,4,0
4832,499,64,0,435.08,1,1
2023,500,130,3,1332.83,3,0
6866,501,513,1,654.83,1,0
9662,502,12,3,953.11,4,0
8806,503,212,1,543.48,3,0
3466,504,856,7,1130.0,4,1
5084,505,852,0,647.0,2,0
5778,506,744,6,1304.52,3,1
3230,507,400,3,737.71,1,0
3417,508,332,5,219.44,1,0
3129,509,564,2,914.84,1,0
9950,510,100,7,1068.77,2,1
7713,511,536,1,537.07,1,0
8566,512,93,4,408.74,4,0
8348,513,829,3,1279.44,4,0
9631,514,187,4,195.02,4,0
1947,515,739,2,1146.05,3,0
8933,516,69,1,399.09,4,0
1598,517,712,6,1107.64,2,0
5278,518,851,6,1237.76,4,1
6349,519,288,0,192.16,2,0
4220,520,158,7,961.34,3,0
2315,521,313,3,1231.47,2,0
2730,522,479,5,726.41,2,0
8421,523,337,1,704.94,3,0
3868,524,128,0,606.11,3,0
3792,525,333,4,89.62,3,0
9309,526,705,7,656.25,3,0
2294,527,792,4,298.08,2,1
9236,528,834,5,1648.25,4,0
9287,529,435,1,785.5,4,1
6386,530,395,7,450.9,1,0
2489,531,598,4,421.66,1,0
2402,532,484,1,295.03,1,1
3562,533,203,7,389.19,4,0
6196,534,839,3,1156.5,1,1
2382,535,887,2,1196.14,4,0
5100,536,511,6,1502.28,4,0
2039,537,864,5,778.88,2,0
5862,538,258,0,452.74,3,0
1190,539,542,5,1183.32,4,0
7380,540,731,5,1588.06,4,0
1498,541,827,2,760.99,2,0
2753,542,531,6,623.92,2,1
2571,543,749,0,480.55,3,0
8478,544,498,1,354.65,4,0
1480,545,83,0,944.98,1,0
4862,546,638,1,610.33,1,1
6319,547,872,2,987.29,4,0
5643,548,464,0,298.4,2,1
7125,549,270,0,868.19,1,0
8227,550,26,6,488.89,4,0
4542,551,183,3,567.86,2,1
8453,552,385,5,470.22,3,1
3861,553,890,5,1776.76,3,0
9858,554,359,0,265.2,2,0
5540,555,92,2,1848.07,4,0
7623,556,799,2,990.83,3,1
8874,557,576,2,1359.41,3,0
8133,558,671,7,215.62,4,0
8659,559,838,6,1754.73,2,0
5828,560,868,1,224.95,2,0
1391,561,891,3,477.12,3,0
5437,562,687,7,333.07,1,0
2633,563,785,4,320.26,1,1
9001,564,462,7,1057.31,4,0
3130,565,809,4,482.5,2,0
3052,566,872,3,425.49,2,1
3244,567,430,2,689.88,3,0
6782,568,253,5,1780.48,4,0
6140,569,859,7,466.83,3,0
9538,570,722,4,129.1,4,1
4745,571,174,6,769.12,1,0
3540,572,180,0,819.56,1,0
1443,573,229,1,151.53,3,0
1063,574,707,6,819.36,3,0
4362,575,189,3,436.06,1,0
9331,576,326,3,1265.4,3,0
5713,577,624,0,763.46,3,0
9041,578,262,1,550.43,1,0
1914,579,30,4,450.83,2,0
1839,580,777,3,1012.83,2,0
8500,581,202,2,1257.7,4,0
1960,582,810,6,1990.82,3,1
1467,583,406,4,300.74,2,0
4636,584,378,0,763.03,2,0
9322,585,327,6,1741.3,2,0
7203,586,28,2,1710.43,4,0
1891,587,3,2,1746.8,4,0
8533,588,537,2,979.65,2,0
8591,589,207,1,620.81,2,0
8205,590,299,1,257.16,2,0
9122,591,48,2,1860.47,1,0
3158,592,609,4,298.09,4,0
9815,593,209,6,421.36,3,0
3885,594,25,0,921.87,4,1
8217,595,462,2,1553.71,3,1
6213,596,261,2,1637.84,4,0
8014,597,325,1,241.82,1,0
6649,598,635,5,537.05,1,0
6781,599,741,2,1141.7,2,1
6545,600,690,5,1266.12,2,1
8010,601,340,4,397.93,2,0
7650,602,113,6,1419.25,1,1
2210,603,359,5,965.98,3,0
8433,604,166,6,714.95,1,1
5824,605,283,1,635.68,3,0
3907,606,874,6,1454.18,4,0
5627,607,140,3,1271.11,4,0
9701,608,101,2,625.01,2,0
8717,609,181,0,855.56,4,0
8502,610,338,4,187.45,3,0
5164,611,833,2,1696.71,2,0
8056,612,433,1,549.18,3,0
4465,613,457,6,1887.88,3,0
7174,614,133,4,261.34,1,0
6755,615,820,3,1411.7,2,1
3247,616,738,7,1079.7,2,0
3397,617,538,4,396.94,2,0
1550,618,192,3,780.07,3,0
2257,619,309,0,492.3,3,0
4902,620,511,1,577.57,2,0
5300,621,889,4,342.22,4,1
2485,622,538,6,1814.4,3,0
4751,623,60,2,1132.38,4,0
6436,624,87,4,386.83,1,1
3092,625,830,5,683.55,4,1
4043,626,637,6,1827.05,2,1
4307,627,376,0,787.68,2,1
5544,628,866,5,1740.84,4,0
4297,629,711,0,202.21,2,1
7631,630,409,4,497.96,3,0
3947,631,722,7,1035.08,2,0
4904,632,14,4,445.81,4,0
4414,633,275,2,1597.69,2,0
2646,634,680,0,808.92,1,0
7171,635,71,6,1477.22,3,1
3118,636,81,5,1671.07,3,0
3671,637,708,0,848.75,1,0
8133,638,625,7,683.22,2,0
9538,639,661,4,298.61,3,1
7036,640,863,5,368.19,1,0
9246,641,238,7,277.07,1,0
8686,642,20,1,269.46,3,0
5327,643,761,5,1054.73,1,0
7931,644,459,1,562.06,4,0
3954,645,497,2,1987.58,2,0
5144,646,728,3,879.59,1,1
5818,647,686,0,988.26,3,0
9643,648,625,7,296.05,3,0
8636,649,427,0,838.62,3,1
5402,650,361,7,213.92,4,0
6872,651,82,7,1197.26,2,0
2821,652,833,0,618.67,1,0
8238,653,77,2,559.18,2,0
5976,654,767,7,580.2,4,0
5793,655,605,0,874.81,3,0
7895,656,313,1,219.22,1,0
6695,657,898,4,453.82,4,0
1652,658,401,6,1440.59,1,0
3593,659,696,2,1193.94,1,1
2590,660,366,4,399.53,4,0
7613,661,414,2,863.0,1,0
1316,662,824,7,246.57,2,1
2821,663,787,2,1260.88,1,0
6376,664,396,6,393.14,3,1
7252,665,436,2,1720.69,3,1
5529,666,48,2,1933.77,4,0
8745,667,510,3,442.97,4,1
9269,668,871,3,1477.13,3,0
2188,669,300,6,982.75,3,0
9571,670,311,2,1392.39,2,1
6528,671,610,0,322.93,3,0
6725,672,424,4,166.56,1,0
1855,673,512,2,554.28,2,0
6596,674,278,4,385.66,3,0
7530,675,845,5,880.44,4,0
6226,676,339,3,486.68,3,0
1760,677,355,1,161.57,4,0
5708,678,891,3,1235.5,1,0
9422,679,442,6,1312.92,3,1
7510,680,662,3,782.25,1,1
2236,681,155,5,733.28,2,0
9638,682,252,1,429.84,3,0
9628,683,693,2,1926.59,3,0
2524,684,244,2,975.44,4,0
8207,685,883,2,721.8,4,0
4660,686,78,2,1132.44,4,0
6342,687,879,2,719.16,2,0
5006,688,612,3,861.47,1,0
8042,689,429,7,485.75,1,0
9968,690,144,0,480.12,1,0
8155,691,476,2,1107.93,4,0
9381,692,346,2,658.44,1,0
9513,693,269,5,1631.91,2,0
1810,694,524,2,1287.35,3,0
3280,695,872,5,397.07,4,0
7495,696,627,6,1149.63,4,0
6310,697,103,7,899.17,2,0
1451,698,873,0,554.27,1,1
1855,699,699,7,936.91,2,0
5684,700,696,0,690.34,4,1
6544,701,503,6,1871.13,4,0
2509,702,58,3,1211.9,3,1
2541,703,580,6,295.29,2,0
2163,704,553,4,422.34,2,1
6083,705,568,0,321.23,2,0
1070,706,338,4,417.69,2,0
6151,707,392,4,102.67,3,0
5282,708,499,6,810.59,1,0
5193,709,467,2,1202.04,3,0
7112,710,734,1,668.86,3,0
5703,711,627,1,230.87,2,0
7549,712,451,3,665.3,3,1
7874,713,854,6,1995.42,2,1
9280,714,161,3,626.37,1,0
8192,715,367,6,1733.0,3,0
5658,716,252,5,653.64,2,0
5428,717,400,4,307.16,1,0
3121,718,158,4,336.15,4,0
6395,719,157,7,651.48,4,1
2252,720,566,5,1366.66,4,0
9380,721,605,0,393.05,4,0
8604,722,437,7,158.1,4,0
2077,723,825,5,550.52,4,0
8072,724,424,5,353.73,1,0
2053,725,478,4,238.37,2,0
7490,726,199,1,205.33,2,0
1789,727,215,5,1488.98,4,1
5393,728,467,0,408.02,4,0
6920,729,416,6,1423.36,3,0
7558,730,259,2,599.75,3,0
4767,731,426,5,1474.3,1,0
9293,732,234,7,768.01,2,0
7968,733,213,0,672.34,4,0
2874,734,314,0,336.78,1,0
7040,735,501,1,755.59,4,1
7574,736,558,2,1554.78,4,1
4002,737,554,1,795.24,2,0
7643,738,501,2,758.39,1,0
9084,739,228,1,294.73,1,0
8353,740,449,2,696.48,1,1
7862,741,407,7,313.36,2,0
6709,742,786,7,860.56,1,1
3434,743,585,0,351.11,3,0
8156,744,397,7,1078.95,3,0
4277,745,816,0,288.55,4,0
5789,746,630,4,240.7,2,0
3829,747,80,1,564.28,1,1
3816,748,20,2,1178.18,4,0
2418,749,806,1,746.75,3,1
9650,750,460,2,750.29,3,0
2329,751,120,7,371.61,3,0
1776,752,119,0,621.73,3,0
9424,753,443,1,701.87,4,0
5994,754,352,5,1423.62,4,0
4940,755,791,1,737.34,1,0
7636,756,479,4,434.33,1,0
4449,757,827,3,1136.57,1,0
2151,758,173,5,1375.46,4,0
7566,759,710,3,1470.14,4,0
2583,760,62,3,526.11,1,1
5976,761,84,7,903.73,2,0
9540,762,138,7,364.42,1,0
9424,763,282,7,979.8,4,0
4246,764,344,1,734.11,1,0
8021,765,173,5,1052.29,1,0
6513,766,51,5,675.58,2,0
5313,767,468,3,408.46,3,0
2259,768,80,1,504.07,1,0
4386,769,351,7,668.88,1,0
6866,770,277,2,1498.2,1,0
9878,771,825,4,206.23,1,0
1044,772,102,5,1121.46,4,0
7459,773,214,6,687.18,3,0
8616,774,848,0,236.5,2,1
9559,775,762,1,149.07,1,0
4813,776,751,0,383.37,3,0
2066,777,321,1,471.7,4,1
3438,778,366,3,535.07,3,1
8653,779,783,4,156.4,4,1
8900,780,142,0,779.61,2,0
6733,781,231,3,1188.78,1,0
2104,782,138,6,1725.21,4,0
2097,783,376,2,729.5,3,0
5303,784,124,1,603.84,2,0
6293,785,345,4,405.84,1,0
1291,786,352,1,614.42,4,1
7174,787,685,0,831.98,3,0
5900,788,253,2,833.16,2,0
1110,789,558,6,1501.72,1,0
1861,790,519,0,605.02,3,0
5088,791,847,3,1368.54,1,0
7502,792,301,7,734.75,3,0
8427,793,143,6,1972.92,1,0
4881,794,88,1,465.5,1,0
3657,795,898,0,178.61,4,0
9713,796,281,1,532.26,3,1
5126,797,80,5,675.22,2,0
3838,798,139,2,578.88,1,0
4980,799,481,6,1521.75,1,1
1108,800,475,3,443.38,1,0
3717,801,186,4,350.71,2,1
5639,802,475,4,428.11,4,1
9265,803,432,4,149.75,1,0
7643,804,134,0,782.64,3,0
8030,805,686,2,1729.35,3,0
